 publication_title;print_identifier;online_identifier;date_first_issue_online;num_first_vol_online;num_first_issue_online;date_last_issue_online;num_last_vol_online;num_last_issue_online;title_url;first_author;title_id;embargo_info;coverage_depth;coverage_notes;publisher_name;publication_type;date_monograph_published_print;date_monograph_published_online;monograph_volume;monograph_edition;first_editor;parent_publication_title_id;preceding_publication_title_id;access_type;oclc_number
Rome aan de Noordzee. Burgers en barbaren te Velsen;9789088903632;9789088903649;2016;;;;;;https://www.sidestone.com/books/rome-aan-de-noordzee;Arjen V.A.J. Bosman;9789088903632;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
The indigenous peoples of Trinidad and Tobago from the first settlers until today;9789088903533;9789088903540;2016;;;;;;https://www.sidestone.com/books/the-indigenous-peoples-of-trinidad-and-tobago;Arie Boomert;9789088903533;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Massendinghaltung in der Archäologie. Der material turn und die Ur- und Frühgeschichte;9789088903465;9789088903472;2016;;;;;;https://www.sidestone.com/books/massendinghaltung-in-der-archaeologie;Edited by Kerstin P. Hofmann, Thomas Meier, Doreen Mölders & Stefan Schreiber;9789088903465;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Indian Detours. Tourism in Native North America;9789088903366;9789088903359;2016;;;;;;https://www.sidestone.com/books/indian-detours;Edited by Pieter Hovens & Mette van der Hooft;9789088903366;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Archaeological Investigations between Cayenne Island and the Maroni River. A cultural sequence of western coastal French Guiana from 5000 BP to present;9789088903304;9789088903311;2015;;;;;;https://www.sidestone.com/books/archaeological-investigations-between-cayenne-island-and-the-maroni-river;Martijn van den Bel;9789088903304;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2015;;;;;;;P;
Leiden Journal of Pottery Studies vol. 26;1574175326;;2010;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-26;Edited by Abraham van As;1574175326;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2010;;;;;;;P;
Blijvende inzetbaarheid in langere loopbanen;9789088900440;9789088906787;2010;;;;;;https://www.sidestone.com/books/blijvende-inzetbaarheid-in-langere-loopbanen;Felix J. Steemers;9789088900440;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2010;;;;;;;P;
Renewing the house. Trajectories of social life in the yucayeque (community) of El Cabo, Higüey, Dominican Republic, AD 800 to 1504;9789088900457;9789088901140;2010;;;;;;https://www.sidestone.com/books/renewing-the-house;Alice V.M. Samson;9789088900457;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2010;;;;;;;P;
Leiden Journal of Pottery Studies vol. 25;1574175325;;2009;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-25;Edited by Abraham van As;1574175325;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2009;;;;;;;P;
Leiden Journal of Pottery Studies vol. 24;1574175324;;2008;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-24;Edited by Abraham van As;1574175324;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2008;;;;;;;P;
Leiden Journal of Pottery Studies vol. 23;1574175323;;2007;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-23;Edited by Abraham van As;1574175323;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2007;;;;;;;P;
Leiden Journal of Pottery Studies vol. 22;1574175322;;2006;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-22;Edited by Abraham van As;1574175322;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2006;;;;;;;P;
Ceci n'est pas une hache. Neolithic Depositions in the Northern Netherlands;9789088900013;9789088901119;2006;;;;;;https://www.sidestone.com/books/ceci-n-est-pas-une-hache;Karsten Wentink;9789088900013;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2006;;;;;;;P;
Leiden Journal of Pottery Studies vol. 21;1574175321;;2005;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-21;Edited by Abraham van As;1574175321;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2005;;;;;;;P;
Leiden Journal of Pottery Studies vol. 20;1574175320;;2004;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-20;Edited by Abraham van As;1574175320;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2004;;;;;;;P;
Leiden Journal of Pottery Studies vol. 18-19;157417531819;;2001;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-18-19;Edited by Abraham van As;157417531819;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2001;;;;;;;P;
Leiden Journal of Pottery Studies vol. 16-17;157417531617;;1998;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-16-17;Edited by Abraham van As and Gloria Anne London;157417531617;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1998;;;;;;;P;
Leiden Journal of Pottery Studies vol. 14-15;157417531415;;1996;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-14-15;Edited by A. van As;157417531415;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1996;;;;;;;P;
Leiden Journal of Pottery Studies vol. 13;1574175313;;1995;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-13;Edited by A. van As;1574175313;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1995;;;;;;;P;
Leiden Journal of Pottery Studies vol. 11-12;157417531112;;1993;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-11-12;Edited by A. van As;157417531112;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1993;;;;;;;P;
Leiden Journal of Pottery Studies vol. 09-10;157417530910;;1991;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-09-10;Edited by A. van As;157417530910;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1991;;;;;;;P;
Leiden Journal of Pottery Studies vol. 07-08;157417530708;;1989;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-07-08;Edited by A. van As;157417530708;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1989;;;;;;;P;
Leiden Journal of Pottery Studies vol. 06;1574175306;;1988;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-06;Edited by A. van As;1574175306;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1988;;;;;;;P;
Leiden Journal of Pottery Studies vol. 05;1574175305;;1987;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-05;Edited by A. van As;1574175305;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1987;;;;;;;P;
Leiden Journal of Pottery Studies vol. 04;1574175304;;1986;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-04;Edited by The Department of Pottery Technology ;1574175304;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1986;;;;;;;P;
Leiden Journal of Pottery Studies vol. 03;1574175303;;1985;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-03;Edited by The Department of Pottery Technology ;1574175303;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1985;;;;;;;P;
Leiden Journal of Pottery Studies vol. 02;1574175302;;1984;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-02;Edited by The Department of Pottery Technology ;1574175302;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1984;;;;;;;P;
Leiden Journal of Pottery Studies vol. 01;1574175301;;1983;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-01;Edited by The Department of Pottery Technology ;1574175301;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1983;;;;;;;P;
Breaking with Tradition. Cultural influences for the decline of the Circum-Alpine region lake-dwellings;9789088902758;9789088902765;2014;;;;;;https://www.sidestone.com/books/breaking-with-tradition;Benjamin Jennings;9789088902758;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Traditions techniques et production céramique au Néolithique ancien. Étude de huit sites rubanés du nord est de la France et de Belgique;9789088902468;9789088902475;2014;;;;;;https://www.sidestone.com/books/traditions-techniques-et-production-ceramique-au-neolithique-ancien;Louise Gomart;9789088902468;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Experiments Past. Histories of Experimental Archaeology;9789088902512;9789088902529;2014;;;;;;https://www.sidestone.com/books/experiments-past;Edited by Jodi Reeves Flores & Roeland Paardekooper;9789088902512;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Het Groot Profielenboek. Fysische geografie voor archeologen;9789088902734;9789088902741;2014;;;;;;https://www.sidestone.com/books/het-groot-profielenboek; Wilko van Zijverden & Jos de Moor;9789088902734;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Catalogue of the footwear in the Coptic Museum (Cairo);9789088902536;9789088902543;2014;;;;;;https://www.sidestone.com/books/catalogue-of-the-footwear-in-the-coptic-museum-cairo;André J. Veldmeijer & Salima Ikram;9789088902536;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Why Leather?. The Material and Cultural Dimensions of Leather;9789088902611;9789088902628;2014;;;;;;https://www.sidestone.com/books/why-leather;Edited by Susanna Harris & André J. Veldmeijer;9789088902611;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Metaaltijden (vol. 1). Bijdragen in de studie van de metaaltijden;9789088902499;9789088902505;2014;;;;;;https://www.sidestone.com/books/metaaltijden-vol-i;Edited by Liesbeth Theunissen & Stijn Arnoldussen;9789088902499;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Animals in Saxon and Scandinavian England. Backbones of Economy and Society;9789088902666;9789088902673;2014;;;;;;https://www.sidestone.com/books/animals-in-saxon-and-scandinavian-england;Matilda Holmes;9789088902666;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Tying the Threads of Eurasia. Trans-regional Routes and Material Flows in Transcaucasia, eastern Anatolia and western Central Asia, c.3000-1500BC;9789088902444;9789088902451;2014;;;;;;https://www.sidestone.com/books/tying-the-threads-of-eurasia;Toby C. Wilkinson;9789088902444;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Mobile Community Reporting. A Grassroots Perspective on Journalism;9789088902406;9789088902413;2014;;;;;;https://www.sidestone.com/books/mobile-community-reporting;Olivier Nyirubugara;9789088902406;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
De archeologische schatkamer Maaskant. Bewoning van het Noordoost-Brabantse rivierengebied tussen 3000 v. en 1500 n.chr.;9789088902253;9789088902260;2014;;;;;;https://www.sidestone.com/books/de-archeologische-schatkamer-maaskant;Edited by Richard Jansen;9789088902253;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
The Connected Caribbean. A socio-material network approach to patterns of homogeneity and diversity in the pre-colonial period;9789088902598;9789088902604;2014;;;;;;https://www.sidestone.com/books/the-connected-caribbean;Angus A.A. Mol;9789088902598;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Bitasion. Archéologie des habitations-plantations des Petites Antilles - Lesser Antilles Plantation Archaeology;9789088901942;9789088901959;2014;;;;;;https://www.sidestone.com/books/bitasion;Edited by Kenneth Kelly & Benoit Bérard;9789088901942;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Rural Capitalist Development in The Jordan Valley. The case of Deir Alla - The Rise and Demise of Social Groups;9789088900891;9789088902482;2014;;;;;;https://www.sidestone.com/books/rural-capitalist-development-in-the-jordan-valley;Mohamed F. Tarawneh;9789088900891;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Echo’s uit de IJzertijd. Een grafheuveltweeling bij Apeldoorn;9789088902185;9789088902307;2014;;;;;;https://www.sidestone.com/books/echo-s-uit-de-ijzertijd;Evert van Ginkel;9789088902185;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Similar but Different. Bell Beakers in Europe;9789088902222;9789088902284;2014;;;;;;https://www.sidestone.com/books/similar-but-different;Edited by Janusz Czebreszuk;9789088902222;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2014;;;;;;;P;
Ritual Failure. Archaeological Perspectives;9789088902208;9789088902215;2013;;;;;;https://www.sidestone.com/books/ritual-failure;Edited by Vasiliki G. Koutrafouri & Jeff Sanders;9789088902208;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Persistent Traditions. A long-term perspective on communities in the process of Neolithisation in the Lower Rhine Area (5500-2500 cal BC);9789088902031;9789088902048;2013;;;;;;https://www.sidestone.com/books/persistent-traditions;Luc W.S.W. Amkreutz;9789088902031;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Appendices: Persistent Traditions. A long-term perspective on communities in the process of Neolithisation in the Lower Rhine Area (5500-2500 cal BC);9789088902116;9789088902123;2013;;;;;;https://www.sidestone.com/books/appendices-persistent-traditions;Luc W.S.W. Amkreutz;9789088902116;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Chasing Chariots. Proceedings of the first international chariot conference (Cairo 2012);9789088902093;9789088902109;2013;;;;;;https://www.sidestone.com/books/chasing-chariots;Edited by André J. Veldmeijer & Salima Ikram;9789088902093;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Creating Authenticity. Authentication Processes in Ethnographic Museums;9789088902055;9789088902062;2013;;;;;;https://www.sidestone.com/books/creating-authenticity;Edited by Alexander Geurds & Laura Van Broekhoven;9789088902055;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Ancestral Heaths. Reconstructing the Barrow Landscape in the Central and Southern Netherlands;9789088901928;9789088901935;2013;;;;;;https://www.sidestone.com/books/ancestral-heaths;Marieke Doorenbosch;9789088901928;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Salt in Prehistoric Europe;9789088902017;9789088902024;2013;;;;;;https://www.sidestone.com/books/salt-in-prehistoric-europe;Anthony Harding;9789088902017;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Schipluiden. A neolithic settlement on the Dutch North Sea coast c. 3500 CAL BC;9789088902086;9789088905704;2013;;;;;;https://www.sidestone.com/books/Schipluiden;Edited by Leendert P. Louwe Kooijmans & Peter F.B. Jongste;9789088902086;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Crop Protection in Medieval Agriculture. Studies in pre-modern organic agriculture;9789088901874;9789088901881;2013;;;;;;https://www.sidestone.com/books/crop-protection-in-medieval-agriculture;Jan C. Zadoks;9789088901874;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Barely Surviving or More than Enough?. The environmental archaeology of subsistence, specialisation and surplus food production;9789088901997;9789088902000;2013;;;;;;https://www.sidestone.com/books/barely-surviving-or-more-than-enough;Edited by Maaike Groot, Daphne Lentjes & Jørn Zeiler;9789088901997;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Martinique, terre amérindienne. Une approche pluridisciplinaire;9789088901584;9789088901591;2013;;;;;;https://www.sidestone.com/books/martinique-terre-amerindienne;Benoît Bérard (ed.);9789088901584;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
European Archaeology Abroad. Global Settings, Comparative Perspectives;9789088901065;9789088901966;2013;;;;;;https://www.sidestone.com/books/european-archaeology-abroad;Edited by S.J. van der Linde, M.H. van den Dries, N. Schlanger and C.G. Slappendel;9789088901065;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Engendering objects. Dynamics of Barkcloth and Gender among the Maisin of Papua New Guinea;9789088901454;9789088901461;2013;;;;;;https://www.sidestone.com/books/engendering-objects;Anna-Karina Hermkens;9789088901454;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Transformation through Destruction. A monumental and extraordinary Early Iron Age Hallstatt C barrow from the ritual landscape of Oss-Zevenbergen;9789088901027;9789088901690;2013;;;;;;https://www.sidestone.com/books/transformation-through-destruction;edited by David Fontijn, Sasja van der Vaart-Verschoof & Richard Jansen;9789088901027;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Chimes of Time. Wounded Health Professionals. Essays on Recovery;9789088900945;9789088901775;2013;;;;;;https://www.sidestone.com/books/chimes-of-time;Bruce Kirkcaldy;9789088900945;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Beyond Barrows. Current research on the structuration and perception of the Prehistoric Landscape through Monuments;9789088901089;9789088901683;2013;;;;;;https://www.sidestone.com/books/beyond-barrows;edited by David Fontijn, Arjan Louwen, Sasja van der Vaart-Verschoof & Karsten Wentink;9789088901089;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Volgens Kapitein Bellen. Archeologie, folklore en wichelarij op de Veluwe en in Drenthe;9789088901379;9789088901386;2013;;;;;;https://www.sidestone.com/books/volgens-kapitein-bellen;Henk M. Luning;9789088901379;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Leatherwork from Qasr Ibrim (Egypt). Part I: Footwear from the Ottoman Period;9789088900969;9789088901720;2013;;;;;;https://www.sidestone.com/books/leatherwork-from-qasr-ibrim-egypt;André J. Veldmeijer;9789088900969;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Complexities and Dangers of Remembering and Forgetting in Rwanda. Memory Traps Volume I;9789088901102;9789088901607;2013;;;;;;https://www.sidestone.com/books/complexities-and-dangers-of-remembering-and-forgetting-in-rwanda;Olivier Nyirubugara;9789088901102;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Monuments on the Horizon. The formation of the barrow landscape throughout the 3rd and 2nd millennium BC;9789088901041;9789088901553;2013;;;;;;https://www.sidestone.com/books/monuments-on-the-horizon;Quentin Bourgeois;9789088901041;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
The Value of an Archaeological Open-Air Museum is in its Use. Understanding Archaeological Open-Air Museums and their Visitors;9789088901034;9789088901232;2013;;;;;;https://www.sidestone.com/books/the-value-of-an-archaeological-open-air-museum-is-in-its-use;Roeland Paardekooper;9789088901034;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2013;;;;;;;P;
Intergenerational transmission of criminal and violent behaviour;9789088901010;9789088901546;2012;;;;;;https://www.sidestone.com/books/intergenerational-transmission-of-criminal-and-violent-behaviour;Sytske Besemer;9789088901010;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Lake Dwellings after Robert Munro. Proceedings from the Munro International Seminar: The Lake Dwellings of Europe 22nd and 23rd October 2010, University of Edinburgh;9789088900921;9789088904233;2012;;;;;;https://www.sidestone.com/books/lake-dwellings-after-robert-munro;Edited by Magdalena S. Midgley and Jeff Sanders;9789088900921;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
From primitives to primates. A history of ethnographic and primatological analogies in the study of prehistory;9789088900952;9789088901287;2012;;;;;;https://www.sidestone.com/books/from-primitives-to-primates;David Van Reybrouck;9789088900952;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Amotopoan Trails. A recent archaeology of Trio movements;9789088900983;9789088901836;2012;;;;;;https://www.sidestone.com/books/amotopoan-trails;Jimmy Mans;9789088900983;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
De Nederlandse Landschapsstijl in de Achttiende Eeuw;9789088901003;9789088904356;2012;;;;;;https://www.sidestone.com/books/de-nederlandse-landschapsstijl-in-de-achttiende-eeuw;Heimerick Tromp;9789088901003;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Het handgevormde aardewerk uit de ijzertijd en de Romeinse tijd van Oss-Ussen. Studies naar typochronologie, technologie en herkomst;9789088900976;9789088901225;2012;;;;;;https://www.sidestone.com/books/het-handgevormde-aardewerk-uit-de-ijzertijd-en-de-romeinse-tijd-van-oss-ussen;Peter van den Broeke;9789088900976;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Without having seen the Queen. The 1846 European travel journal of Heinrich Schliemann: a transcription and annotated translation;9789088900877;9789088904240;2012;;;;;;https://www.sidestone.com/books/without-having-seen-the-queen;Christo Thanos & Wout Arentzen;9789088900877;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Schliemann en Nederland. Een leven vol verhalen;9789088900914;9789088901331;2012;;;;;;https://www.sidestone.com/books/schliemann-en-nederland;Wout Arentzen;9789088900914;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Das Gräberfeld auf dem Donderberg bei Rhenen: Katalog;9789088900778;9789088904257;2012;;;;;;https://www.sidestone.com/books/das-graeberfeld-auf-dem-donderberg-bei-rhenen-katalog;Edited by Annette Wagner & Jaap Ypey;9789088900778;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Background to Beakers. Inquiries into regional cultural backgrounds of the Bell Beaker complex;9789088900846;9789088904264;2012;;;;;;https://www.sidestone.com/books/background-to-beakers;Edited by Harry Fokkens & Franco Nicolis;9789088900846;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
The End Of Our Fifth Decade;9789081810913;;2012;;;;;;https://www.sidestone.com/books/the-end-of-our-fifth-decade;Edited by Corrie Bakels & Hans Kamermans;9789081810913;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Pterosaurs. Flying contemporaries of the Dinosaurs;9789088900938;9789088901713;2012;;;;;;https://www.sidestone.com/books/pterosaurs;André J. Veldmeijer, Mark Witton & Ilja Nieuwland;9789088900938;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Collecting Kamoro. Objects, encounters and representation on the southwest coast of Papua;9789088900884;9789088901829;2012;;;;;;https://www.sidestone.com/books/collecting-kamoro;Karen Jacobs;9789088900884;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Rousseau’s Elysium. Ermenonville Revisited;9789088900907;9789088904271;2012;;;;;;https://www.sidestone.com/books/rousseau-s-elysium;Gerard J. van den Broek;9789088900907;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Noord-Brabantse Oudheden. Facsimile-editie van Noordbrabants Oudheden aangevuld met enkele Archeologische Mengelwerken;9789088900860;9789088901133;2012;;;;;;https://www.sidestone.com/books/noord-brabantse-oudheden;C.R. Hermans;9789088900860;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Sandals, shoes and other leatherwork from the Coptic Monastery Deir el-Bachit. Analysis and Catalogue;9789088900747;9789088901423;2012;;;;;;https://www.sidestone.com/books/sandals-shoes-and-other-leatherwork-from-the-coptic-monastery-deir-el-bachit;André J. Veldmeijer;9789088900747;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Goedereede-Oude Oostdijk. Een havenplaats uit de Romeinse tijd;9789088900839;9789088904219;2012;;;;;;https://www.sidestone.com/books/goedereede-oude-oostdijk;Jasper de Bruin, Guus Besuijen, Hans Siemons & Jeroen van Zoolingen;9789088900839;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Van graven in de prehistorie en dingen die voorbijgaan. Studies aangeboden aan Eric Lohof bij zijn pensionering in de archeologie;9789088900808;9789088901768;2012;;;;;;https://www.sidestone.com/books/van-graven-in-de-prehistorie-en-dingen-die-voorbijgaan;Henk van der Velde, Nina L. Jaspers, Erik Drenth & Huub Scholte Lubberink;9789088900808;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
Surfing the Past. Digital Learners in the History Class;9789088900815;9789088901614;2012;;;;;;https://www.sidestone.com/books/surfing-the-past;Olivier Nyirubugara;9789088900815;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2012;;;;;;;P;
